Artikel;Price EUR;RG
61359298958;208;19
85450083833;216;24
13628579975;31,4;19
64116906194;31,4;15
46638549801;64,54;16
46638549802;64,54;16
31107768930;13,64;14
61218404130;13,64;20
52107419461;13,64;19
21526753332;13,64;27
85450070151;64,54;24
31127768713;13,64;14
51352580948;13,64;17
64116924539;13,64;19
18004276248;13,64;14
12908642134;13,64;19
52209806368;13,22;24
51117116687;13,22;24
13718409956;13,22;32
12411459567;13,22;24
64116910914;13,22;19
34206791020;13,22;19
51137112128;13,22;35
51137112127;13,22;35
52101924801;13,22;17
11311341295;22,71;24
11417690293;22,71;20
11417721527;22,71;20
11127695824;22,71;20
24307624199;548;17
13717521037;22,71;52
64111390834;22,71;20
11417708144;22,71;20
51617135650;22,71;17
46628392382;22,71;16
46639443393;22,71;16
46639443394;22,71;16
51617135649;22,71;17
13717521038;22,71;52
46639443400;22,71;16
52208072165;11,2;19
31427720330;11,2;24
11617505460;11,2;35
31427720327;11,2;24
33137500876;11,2;19
32416777419;11,2;17
51488244378;11,2;19
11278563958;9,96;20
11121731584;116,8;44
11237848476;9,96;17
51721866416;9,96;19
51488234430;53,39;15
31608618697;13,15;19
71606770270;13,15;19
51217184907;13,15;19
61356988770;53,39;23
51167168462;53,39;20
61359130047;53,39;23
51148555186;52;20
13537789358;16,12;19
51717837532;16,12;15
13717712317;52;44
61677145442;16,12;23
46548558036;52;24
51148555185;52;20
51167168460;53,39;20
51717837531;16,12;15
13628570589;16,12;19
51167168461;53,39;20
64505A11EE5;52;24
61627207044;52;31
11127713808;1,91;32
33358522751;4,13;32
11007735489;4,13;32
16121180241;1,91;32
07119922940;1,91;32
17127696377;1,91;32
71607672266;1,91;32
46522312703;1,91;32
13111254922;1,91;14
16121176918;1,91;32
13111254918;1,91;14
07119905336;4,13;23
07119904846;1,91;32
07129906727;1,91;32
11412203151;4,13;14
61137711799;4,13;32
07147693887;1,91;32
51417057795;1,91;19
16148567122;4,13;32
13111254912;1,91;14
11142249784;4,13;24
31111094304;1,91;31
17127713885;1,91;32
46637693989;4,13;32
07119905843;1,91;32
11121744330;4,13;14
11121725268;1,91;19
11127687231;1,91;32
54317062589;4,13;15
11147794950;20,72;24
11211722343;20,72;15
71606857823;20,72;17
63311374425;20,72;15
51477124457;20,72;19
51459284393;20,72;19
63311374426;20,72;15
51169327338;20,72;19
51317054068;20,72;15
51167068985;20,72;24
13532248161;2,71;27
31422312863;2,71;14
11127700191;2,71;32
61138387234;2,71;31
33177703278;2,71;32
11621251422;2,71;35
46717687107;2,71;24
13532248160;2,71;27
51497455851;2,71;23
13417831085;2,71;27
46632317389;2,71;32
51169223025;2,71;35
52532309100;2,71;22
61317696353;2,71;20
35217658242;2,71;32
61136906052;2,71;31
46717687108;2,71;24
65142303369;2,71;22
52538548010;2,71;32
11727527599;42,75;19
27108642596;46,61;31
51747447817;42,75;19
51168529396;42,75;20
51747494382;42,75;19
51747462144;42,75;19
51747325044;42,75;19
51168529395;42,75;20
41117171577;8,26;19
11517700216;8,26;20
51438046664;8,26;19
11127728618;8,26;20
51477141098;8,26;19
61139365115;8,26;23
51477433566;8,26;19
51437384535;8,26;19
51437384536;8,26;19
63178362403;8,26;15
61136971089;8,26;23
21518645328;8,26;24
46638392811;8,26;20
61139276329;8,26;23
41217117222;8,26;19
01420002590;8,26;19
16121184338;199,2;21
11148575719;52,59;24
11148513137;52,59;24
24131423568;12,75;24
11531285250;12,75;24
71117692709;12,75;28
11148571321;52,59;24
64229807827;12,75;19
65158794741;17,53;19
46528526527;17,53;32
23412331259;17,53;32
46712335185;17,53;24
34111232285;17,53;14
46527723992;17,53;32
11727533642;17,53;15
51167130713;17,53;19
36106857375;17,53;23
54107474470;17,53;19
61218806280;33,86;23
11337805974;33,86;31
11717803615;33,86;19
61216819636;33,86;23
11127793249;33,86;51
32306763071;33,86;19
13717500548;33,86;27
61216819638;33,86;23
17118277947;33,86;14
41007227919;33,86;19
61218704689;33,86;23
13627803513;33,86;27
34503448628;17,53;19
51447066569;596;15
51446987143;596;15
18518373655;13,55;24
51122693663;13,55;15
54377197981;58,96;19
63137667768;13,55;20
65711374589;13,55;24
63128557387;13,55;20
51476973523;58,96;15
25111434494;13,55;31
51168212193;13,55;17
51168212191;13,55;17
18300362746;13,55;27
17128544340;27,09;20
17125A022F0;27,09;20
17129894790;27,09;20
17128616536;27,09;20
17129894763;27,09;20
11417682691;27,09;20
17128524182;27,09;20
17128740115;27,09;20
51237210731;27,09;19
17128602599;27,09;20
17128513608;27,09;20
65612317566;628;16
31428532385;6,2;20
61137811032;2,47;32
11217706909;2,47;32
18517717046;2,47;32
13111260883;2,47;14
46622329518;2,47;32
65908524466;2,47;23
34328527220;6,2;20
24507524787;6,2;19
13711465248;2,47;32
21217700388;2,47;32
17127712516;2,47;32
13717655498;2,47;32
51237354562;6,2;19
41117145347;2,47;27
31427687758;2,47;32
51118060797;6,2;19
52207444817;6,2;19
46637725304;6,2;20
31488531147;2,47;32
51377402889;6,2;19
11441341041;2,47;32
07119912720;2,47;14
