id,Word,Frequency
15078,делает…,11
15079,повинуется,11
15080,пользе,11
15081,вреду,11
15082,отдана,11
15083,бесам,22
15084,поругание,11
15085,неужто,121
15086,томите,11
15087,молода,11
15088,неопытна,11
15089,овдовевши,11
15090,женскому,11
15091,холстом,22
15092,накуплю,11
15093,ярманке,11
15094,холста,33
15095,сяду,33
15096,продавать,33
15097,накупила,11
15098,ворочаться,22
15099,взъезжает,11
15100,троешник,11
15101,«везли,11
15102,киева,33
15103,коренную,11
15104,тройках,11
15105,орех,33
15106,подмочили,11
15107,вычет,11
15108,дворам,55
15109,заработка»,11
15110,товарищи»,11
15111,седочков,11
15112,каких»,11
15113,«откуда,11
15114,пытаюсь,11
15115,местов,22
15116,сам»,11
15117,куракинский,11
15118,куракина»,11
15119,седачка,11
15120,готовая»,11
15121,рубле,11
15122,седоков,22
15123,ранний,11
15124,валит,11
15125,восьмой,22
15126,торговцев,11
15127,красики,11
15128,мешок,44
15129,другого—,11
15130,чемодан,11
15131,ружье,22
15132,извозчику,22
15133,запихаешь»,11
15134,улезете,11
15135,повозка,22
15136,возим»,11
15137,рупьто,11
15138,горем,44
15139,неудовольствием,22
15140,заставу,22
15141,«стой,22
15142,кабака»,11
15143,поят,11
15144,отъехали,11
15145,иван,671
15146,елкин,11
15147,минать,11
15148,останавливались,11
15149,ивана,110
15150,елкина,11
15151,распьянымпьянопьян,11
15152,смеючи,11
15153,действоваю»,11
15154,«нук,11
15155,водка»,11
15156,«тварьто,11
15157,учу,22
15158,пожалел,22
15159,свою»,11
15160,жалею»,11
15161,кнутовищем,33
15162,задувать,11
15163,телегато,11
15164,подскакивает,11
15165,опрокинемся,11
15166,заливаются,33
15167,вынул,33
15168,ружья,22
15169,стреляет,11
15170,молюсь,11
15171,«пятница,11
15172,просковея,11
15173,спаси,44
15174,помилуй»,22
15175,кульер,11
15176,кони,22
15177,смерклось,11
15178,ишел,22
15179,брызгает,11
15180,набрякли,11
15181,держамшись,11
15182,радарадешенька,11
15183,голосу,66
15184,стрелять,11
15185,мертвецах,11
15186,костью,11
15187,обведу,11
15188,заснет,11
15189,подымется,11
15190,хвастается,11
15191,мёртвого,11
15192,сала,11
15193,решете,11
15194,протряхивало,11
15195,чертову,11
15196,протянуть»,11
15197,визг,11
15198,вертятся,22
15199,кричат,88
15200,«шурлемурле,11
15201,ширемирекравермир»,11
15202,ружьемто,11
15203,пистолет,22
15204,лопнул,22
15205,стрельбы,22
15206,кричалто,11
15207,заорет,11
15208,ширемирекравермир,11
15209,вертеть,11
15210,крутить,22
15211,гляну,22
15212,крутят,11
15213,ширемире,11
15214,раскачивать,11
15215,взмолилась,11
15216,никола,11
15217,божий,44
15218,амченский,11
15219,триех,11
15220,дев,11
15221,непорочный,11
15222,невестителю,11
15223,чистоты,11
15224,усердной,11
15225,хранителю,11
15226,допусти,11
15227,наготуто,11
15228,недостойную,11
15229,необъятная,22
15230,зелени,33
15231,изумрудной,22
15232,плывет,11
15233,этакое,22
15234,озерцо,11
15235,пречистое,11
15236,препрозрачное,11
15237,бахрома,11
15238,тростник,33
15239,шатается,22
15240,сизый,11
15241,легкий,22
15242,пелена,22
15243,полю,22
15244,расстилается,11
15245,туманом,11
15246,середине,33
15247,кружочек,11
15248,рыбка,11
15249,плеснулась,11
15250,кружочка,11
15251,петуха,22
15252,крошечное,22
15253,синеньком,11
15254,кафтанчике,11
15255,зеленый,33
15256,картузик,33
15257,«удивительный,11
15258,куколка,11
15259,хорошая»,11
15260,спускаю,11
15261,всходитьвсходить,11
15262,прыг,11
15263,кланяется,44
15264,преважно,11
15265,здравствуется,11
15266,ужасный,22
15267,смешной,22
15268,взялся»,11
15269,говорит…,22
15270,говоритто,11
15271,домочка,11
15272,сотворим,11
15273,разорвал,11
15274,шиш,22
15275,кочетком,11
15276,кукарекукуку,11
15277,зазвенело,11
15278,застучало,11
15279,карпии,11
15280,лещи,11
15281,раки,11
15282,скрыпку,11
15283,гитаре,11
15284,бьют,77
15285,пляшет,33
15286,скачет,11
15287,вскидывает,11
15288,огражду,11
15289,молитвой»,11
15290,зачитать,11
15291,воскреснет,11
15292,«взвейся,11
15293,понесися»,11
15294,животе,22
15295,бумбурумбум,22
15296,тарбан,22
15297,ль»,11
15298,человечек,11
15299,нарезывает,11
15300,святые,44
15301,угодники»,11
15302,смычкомто,11
15303,пилитпилит,11
15304,выигрывает,11
15305,вальсы,11
15306,кадрели,11
15307,поджигают,11
15308,«тарабань,11
15309,жесче,22
15310,тарабань»,11
15311,непереносная,11
15312,гуду,11
15313,целехонькую,11
15314,тарабанили,11
15315,тарбана,11
15316,оттарабанили,11
15317,музыку,11
15318,незнакомое,11
15319,лужица,11
15320,озерца,11
15321,печет,22
15322,сверточек,22
15323,холстами,11
15324,сумочка,11
15325,целости,11
15326,деревушка,11
15327,доплелась,11
15328,деревушки,11
15329,наняла,11
15330,вечеру,55
15331,доехала,11
15332,уверены,11
15333,приключилось,11
15334,былото,11
15335,подивись,11
15336,наготыто,11
15337,подивился,11
15338,бесом,22
15339,совладала,11
15340,лукавым,11
15341,гороховой,11
15342,выезжих,11
15343,комоды,11
15344,столы,22
15345,детская,11
15346,короватка,11
15347,тесьменным,11
15348,заплатила,11
15349,тринадцать,11
15350,выставила,11
15351,извозчиком,22
15352,рупь,11
15353,николе,22
15354,морскому,11
15355,ломового,22
15356,укладываем,11
15357,купилато,11
15358,замкнули,11
15359,татары,11
15360,«халамбалам»,11
15361,спускают,11
15362,извозчлк,11
15363,надумалась,11
15364,ведите,11
15365,квартального,33
15366,входят,33
15367,«продана,11
15368,продана»,11
15369,живейного,11
15370,тратить,11
15371,детскую,44
15372,воза,11
15373,комодой,22
15374,утвердили,11
15375,вскарабкалась,11
15376,выехать,11
15377,низокто,11
15378,подо,11
15379,тресьтресьтресь,11
15380,проваливаюсь»,11
15381,трах,11
15382,просунулась,11
15383,жандар,11
15384,тесемке,11
15385,срам,33
15386,вабилась,11
15387,мотаются,11
15388,дивуется,11
15389,«закройся,11
15390,квартальничиха»,11
